City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,ar rutbah,33.0381,40.2848,22.67,43,0,7.24,IQ,1727815345
367,kencong,-8.2833,113.3667,23.85,93,43,0.44,ID,1727815345
368,hinnerup,56.2661,10.063,10.31,60,86,5.85,DK,1727815345
369,bel ombre,-4.6167,55.4167,27.91,74,40,3.09,SC,1727815345
370,albacete,38.8333,-2.0,16.45,48,0,2.06,ES,1727815345
371,ialibu,-6.2821,143.9935,14.34,96,59,0.85,PG,1727815345
372,yongchuan,29.3514,105.8947,16.02,91,100,0.99,CN,1727815345
373,bojnurd,37.4747,57.329,12.97,50,0,1.03,IR,1727815345
374,arno,60.1167,18.6333,8.6,70,100,2.96,SE,1727815345
375,beloretsk,53.9631,58.3981,7.34,73,79,3.21,RU,1727815345
376,red deer,52.2668,-113.802,14.27,51,40,3.09,CA,1727815240
377,port macquarie,-31.4333,152.9167,17.32,70,85,3.58,AU,1727815346
378,tokar,18.4254,37.729,29.34,70,6,2.53,SD,1727815346
379,misratah,32.3754,15.0925,23.81,59,0,2.83,LY,1727815346
380,new norfolk,-42.7826,147.0587,5.95,78,7,1.01,AU,1727815346
381,san antonio de pale,-1.4014,5.6325,24.55,80,100,5.97,GQ,1727815346
382,khandyga,62.6667,135.6,-0.67,93,100,0.22,RU,1727815346
383,quesnel,52.9999,-122.5029,12.28,76,75,6.69,CA,1727815346
384,xai-xai,-25.0519,33.6442,19.22,55,0,6.39,MZ,1727815346
385,poronaysk,49.2167,143.1167,7.93,93,100,1.76,RU,1727815346
386,kotri,25.366,68.3122,27.76,74,0,9.04,PK,1727815346
387,neyriz,29.1988,54.3278,20.92,19,0,2.0,IR,1727815346
388,rabigh,22.7986,39.0349,28.48,59,2,4.14,SA,1727815346
389,hammerfest,70.6634,23.6821,4.25,87,75,20.06,NO,1727815347
390,vila velha,-20.3297,-40.2925,25.97,82,20,7.2,BR,1727815347
391,flying fish cove,-10.4217,105.6791,25.82,88,100,4.63,CX,1727815347
392,san-pedro,4.7485,-6.6363,24.38,89,60,3.99,CI,1727815347
393,island harbour,50.724,-1.2758,13.35,65,100,4.02,GB,1727815347
394,jilin,43.0,126.0,2.6,71,34,2.01,CN,1727815347
395,tamanrasset,22.785,5.5228,24.95,23,20,1.54,DZ,1727815347
396,makarov,48.6333,142.8,9.04,94,100,4.41,RU,1727815347
397,meizhou,24.2977,116.1072,20.14,78,100,2.13,CN,1727815347
398,isafjordur,66.0755,-23.124,4.87,97,100,2.99,IS,1727815348
399,kiffa,16.6166,-11.4045,33.22,43,86,5.21,MR,1727815348
400,la passe,45.5549,-0.8967,14.04,84,100,4.84,FR,1727815348
401,chui,-33.6971,-53.4616,14.98,87,99,4.88,UY,1727815348
402,atherton,53.5237,-2.4935,12.94,84,100,1.34,GB,1727815348
403,upington,-28.4478,21.2561,13.21,26,1,1.54,ZA,1727815348
404,touba,8.2833,-7.6833,22.11,94,77,0.77,CI,1727815348
405,gokceada,40.2011,25.909,20.31,52,6,2.94,TR,1727815348
406,pekalongan,-6.8886,109.6753,25.9,81,100,1.91,ID,1727815165
407,borovskoy,53.8,64.15,9.76,61,68,6.13,KZ,1727815348
408,shingu,33.7333,135.9833,20.13,78,90,2.21,JP,1727815348
409,orange walk,17.8333,-88.8333,28.18,93,100,0.44,BZ,1727815349
410,danane,7.2596,-8.155,21.84,99,63,0.81,CI,1727815349
411,fomboni,-12.28,43.7425,25.63,78,0,7.96,KM,1727815349
412,hamilton,39.1834,-84.5333,25.57,76,75,2.06,US,1727815349
413,carauari,-4.8828,-66.8958,33.04,47,100,0.74,BR,1727815349
414,afua,-0.1567,-50.3867,25.14,89,89,2.13,BR,1727815349
415,tolanaro,-25.0319,46.9987,26.04,53,0,5.14,MG,1727815349
416,guane,22.2025,-84.0875,30.53,64,56,3.83,CU,1727815349
417,kuanda,56.3161,116.0806,3.56,72,100,0.78,RU,1727815349
418,ximeicun,24.9639,118.3794,24.01,87,100,2.49,CN,1727815349
419,ulety,51.3572,112.4849,4.56,71,95,5.28,RU,1727815349
420,wenchang,30.904,118.4887,13.56,89,37,0.86,CN,1727815349
421,ciudad lazaro cardenas,17.9583,-102.2,28.05,80,99,2.97,MX,1727815350
422,morondava,-20.2833,44.2833,24.3,84,3,3.97,MG,1727815350
423,mizdah,31.4451,12.9801,22.84,35,11,3.17,LY,1727815350
424,grand falls-windsor,48.9332,-55.6649,8.06,93,100,2.24,CA,1727815212
425,masterton,-40.9597,175.6575,13.91,64,82,3.19,NZ,1727815350
426,kasama,-10.2129,31.1808,23.7,45,92,0.97,ZM,1727815350
427,recani,31.2846,-4.2688,26.37,39,0,7.0,MA,1727815350
428,portage la prairie,49.9728,-98.2926,16.05,31,75,4.12,CA,1727815350
429,aracataca,10.5918,-74.1898,29.23,67,92,5.87,CO,1727815350
430,saint-felix-de-valois,46.1668,-73.4324,16.36,78,90,1.98,CA,1727815350
431,murzuq,25.9155,13.9184,26.59,29,0,4.61,LY,1727815350
432,kandi,11.1342,2.9386,24.43,87,84,1.41,BJ,1727815350
433,greenville,35.6127,-77.3663,25.97,86,100,2.06,US,1727815350
434,dwarka,22.2394,68.9678,27.68,81,0,4.53,IN,1727815351
435,howard springs,-12.497,131.047,26.95,83,5,1.74,AU,1727815351
436,visakhapatnam,17.69,83.2093,26.56,92,74,4.2,IN,1727815351
437,camiri,-20.05,-63.5167,37.88,25,64,2.06,BO,1727815351
438,brookings,44.3114,-96.7984,17.88,31,0,5.14,US,1727815351
439,biltine,14.5333,20.9167,30.99,40,90,7.34,TD,1727815351
440,magdagachi,53.45,125.8,2.14,63,99,1.7,RU,1727815351
441,terrace,54.5163,-128.6035,8.95,93,75,8.23,CA,1727815300
442,griffith,41.5284,-87.4237,20.92,46,0,7.2,US,1727815351
443,thanh hoa,19.8,105.7667,22.56,74,100,5.11,VN,1727815352
444,paita,-5.0892,-81.1144,19.98,77,99,7.05,PE,1727815352
445,klyuchi,52.2667,79.1667,11.39,44,3,2.68,RU,1727815352
446,gambela,8.25,34.5833,21.73,95,98,1.34,ET,1727815352
447,argo,37.6333,22.7333,19.38,74,0,0.94,GR,1727815352
448,kushiro,42.975,144.3747,15.53,100,75,1.54,JP,1727815352
449,ebeltoft,56.1944,10.6821,11.01,58,75,6.69,DK,1727815352
450,lerwick,60.1545,-1.1494,10.52,82,26,1.09,GB,1727815352
451,altai,46.3722,96.2583,1.34,52,2,0.93,MN,1727815352
452,batabano,22.7164,-82.2881,29.64,68,2,2.23,CU,1727815353
453,ruteng,-8.6136,120.4721,15.81,92,90,0.54,ID,1727815353
454,tshikapa,-6.4167,20.8,23.95,69,28,1.78,CD,1727815353
455,springs,-26.25,28.4,12.04,45,0,1.41,ZA,1727815353
456,tadine,-21.55,167.8833,23.12,73,1,6.06,NC,1727815353
457,rakops,-21.0167,24.3333,16.29,7,0,3.79,BW,1727815353
458,fairwood,47.4484,-122.1573,23.38,40,40,3.6,US,1727815353
459,bijie,27.3125,105.2942,9.97,77,100,0.54,CN,1727815154
460,robore,-18.3333,-59.75,38.05,39,20,9.26,BO,1727815353
461,masaka,-0.3338,31.7341,18.04,76,45,1.32,UG,1727815353
462,cole harbour,44.6724,-63.4751,17.18,64,19,5.81,CA,1727815354
463,clinton,42.587,-82.9199,23.94,77,40,4.63,US,1727815249
464,ulsteinvik,62.3432,5.8487,9.86,87,12,0.22,NO,1727815354
465,kikwit,-5.041,18.8162,23.28,88,97,1.2,CD,1727815354
466,caleta de carquin,-11.0925,-77.6267,19.18,82,47,4.38,PE,1727815354
467,punta del este,-34.9667,-54.95,14.06,91,100,5.14,UY,1727815102
468,brownwood,31.7093,-98.9912,31.09,41,0,5.25,US,1727815109
469,babayevo,59.3936,35.9371,4.95,74,100,2.67,RU,1727815354
470,benjamin aceval,-24.9667,-57.5667,39.0,18,4,3.34,PY,1727815354
471,tindouf,27.6711,-8.1474,34.25,20,10,3.09,DZ,1727815354
472,pemangkat,1.1667,108.9667,25.68,85,100,1.84,ID,1727815354
473,tromso,69.6496,18.957,4.01,70,40,9.77,NO,1727815354
474,porto seguro,-16.4497,-39.0647,25.29,78,40,3.6,BR,1727815282
475,gisborne,-38.6533,178.0042,14.41,63,89,2.12,NZ,1727815355
476,oromocto,45.8351,-66.4792,19.03,52,20,4.63,CA,1727815355
477,prieska,-29.6641,22.7474,11.03,18,0,2.16,ZA,1727815355
478,visby,57.6409,18.296,10.02,61,40,3.09,SE,1727815355
479,kalmunai,7.4167,81.8167,27.06,78,100,3.44,LK,1727815355
480,quibdo,5.6947,-76.6611,28.19,78,75,3.09,CO,1727815355
481,praia da vitoria,38.7333,-27.0667,26.14,83,40,6.7,PT,1727815355
482,weno,7.4515,151.8468,26.97,83,40,1.54,FM,1727815355
483,pierre,44.3683,-100.351,21.51,21,0,7.2,US,1727815355
484,ceeldheer,3.8488,47.1806,24.38,90,78,5.01,SO,1727815355
485,mezhdurechenskiy,59.6,65.9333,4.01,66,2,4.54,RU,1727815355
486,nantucket,41.2835,-70.0995,18.06,77,40,5.66,US,1727815206
487,el sauzal de rodriguez,31.9,-116.6833,20.23,69,43,3.0,MX,1727815356
488,filadelfia,39.9523,-75.1638,21.56,75,100,6.17,US,1727815105
489,kirakira,-10.4544,161.9205,27.33,81,7,2.35,SB,1727815356
490,sandakan,5.8402,118.1179,23.82,94,20,2.24,MY,1727815356
491,ust'-donetskiy,47.6419,40.8718,13.11,32,1,3.39,RU,1727815356
492,mersing,2.4312,103.8405,24.95,94,20,0.0,MY,1727815356
493,ambovombe,-25.1667,46.0833,23.23,77,48,1.08,MG,1727815356
494,pyin oo lwin,22.0333,96.4667,18.75,98,100,1.05,MM,1727815356
495,auki,-8.7676,160.7034,27.35,77,13,1.42,SB,1727815356
496,cartagena del chaira,1.3349,-74.8429,31.62,50,87,1.41,CO,1727815356
497,midelt,32.6852,-4.7451,22.6,36,34,2.87,MA,1727815357
498,akola,20.7333,77.0,26.15,80,5,2.76,IN,1727815357
499,taro,-8.3862,115.28,18.72,98,23,0.45,ID,1727815357
500,plastun,44.7561,136.2939,4.67,91,47,3.58,RU,1727815357
501,suntar,62.1444,117.6319,4.25,97,100,4.44,RU,1727815357
502,saint george's,12.0564,-61.7485,30.82,70,75,5.66,GD,1727815357
503,kununurra,-15.7667,128.7333,18.99,77,0,0.0,AU,1727815357
504,inari,68.906,27.0288,2.04,65,27,6.95,FI,1727815357
505,bontang,0.1333,117.5,25.07,88,100,2.01,ID,1727815357
506,talas,38.6908,35.5538,11.37,66,75,2.06,TR,1727815357
507,bamboo flat,11.7,92.7167,26.05,94,75,3.09,IN,1727815358
508,al jawf,29.5,38.75,22.0,46,0,4.6,SA,1727815358
509,ayr,55.4627,-4.6339,9.99,81,0,2.06,GB,1727815358
510,kuching,1.55,110.3333,26.12,96,40,1.54,MY,1727815358
511,canatlan,24.5167,-104.7833,22.94,37,39,8.08,MX,1727815358
512,oriximina,-1.7656,-55.8661,31.49,55,100,2.01,BR,1727815358
513,polyarnyy,69.1989,33.4478,3.33,66,2,11.24,RU,1727815358
514,sosnovyy bor,59.9,29.1167,8.2,64,100,6.53,RU,1727815358
515,altamont,42.2068,-121.7372,24.94,22,0,0.89,US,1727815358
516,clarkston heights-vineland,46.3874,-117.083,26.0,14,14,0.68,US,1727815358
517,ilula,-7.6766,36.0366,17.65,79,100,1.8,TZ,1727815359
518,sur,22.5667,59.5289,28.59,65,0,5.51,OM,1727815359
519,persembe,41.0656,37.7714,16.68,88,92,1.53,TR,1727815359
520,umm kaddadah,13.6017,26.6876,25.56,64,96,6.43,SD,1727815359
521,ipora,-16.4419,-51.1178,33.52,16,15,1.74,BR,1727815359
522,muisne,0.6,-80.0333,24.53,80,95,4.2,EC,1727815359
523,starobaltachevo,56.0013,55.9213,4.65,58,1,3.59,RU,1727815359
524,mil'kovo,55.6078,37.7956,13.52,61,0,4.11,RU,1727815359
525,ascension,30.2169,-90.9001,32.26,58,65,3.47,US,1727815359
526,al kharj,24.155,47.3346,31.32,21,0,5.31,SA,1727815252
527,pathein,16.7833,94.7333,24.12,97,100,2.64,MM,1727815359
528,bria,6.5423,21.9863,21.4,96,91,0.8,CF,1727815359
529,garachico,28.7781,-17.7646,21.06,73,0,5.66,ES,1727815360
530,careiro da varzea,-3.2003,-59.8119,32.34,56,100,0.96,BR,1727815360
531,nguruka,-5.1092,31.0419,25.06,54,100,2.65,TZ,1727815360
532,jinzhou,41.1078,121.1417,6.64,48,0,3.24,CN,1727815360
533,bonthe,7.5264,-12.505,25.63,85,100,4.78,SL,1727815360
534,beloyarskiy,63.7119,66.6722,5.22,61,99,6.91,RU,1727815360
535,raduzhny,62.0961,77.475,3.64,73,82,10.31,RU,1727815360
536,mitu,1.1983,-70.1733,30.58,59,66,1.08,CO,1727815360
537,ilica,39.9463,41.1091,7.96,87,75,1.54,TR,1727815360
538,fisterra,42.9049,-9.2629,17.55,99,100,4.28,ES,1727815360
539,zouerate,22.7187,-12.4521,32.66,23,77,3.58,MR,1727815360
540,saldanha,-33.0117,17.9442,11.03,82,61,7.62,ZA,1727815361
541,san luis de la loma,17.2706,-100.8939,27.75,81,97,1.91,MX,1727815361
542,ninghai,29.2892,121.4247,18.28,84,100,7.17,CN,1727815361
543,ilhabela,-23.7781,-45.3581,25.91,58,2,2.77,BR,1727815361
544,opuwo,-18.0607,13.84,21.76,28,1,2.15,NA,1727815361
545,cartagena,10.3997,-75.5144,30.79,62,20,4.12,CO,1727815201
546,lorengau,-2.0226,147.2712,27.92,82,83,3.87,PG,1727815361
547,kayangel,8.0823,134.7173,29.2,72,99,4.82,PW,1727815361
548,kapa'a,22.0752,-159.319,29.18,69,20,4.63,US,1727815361
549,baiyin,36.5583,104.2081,8.59,28,0,0.97,CN,1727815361
550,peterhead,57.5058,-1.7981,11.34,81,7,6.81,GB,1727815362
551,maintirano,-18.0667,44.0167,25.31,84,0,0.78,MG,1727815362
552,augusta,48.3667,10.8833,12.0,94,100,1.54,DE,1727815296
553,albardon,-31.4372,-68.5256,22.36,20,0,6.48,AR,1727815362
554,dzerzhinskoye,56.8344,95.2283,7.38,93,100,0.54,RU,1727815362
555,agat village,13.3886,144.6585,28.52,90,0,3.6,GU,1727815362
556,novyy turtkul',41.55,61.0167,18.24,21,1,2.54,UZ,1727815362
557,buala,-8.145,159.5921,28.05,77,15,2.75,SB,1727815362
558,formosa do rio preto,-11.0483,-45.1931,30.22,24,5,2.41,BR,1727815362
559,sabang,5.8933,95.3214,28.12,80,100,5.16,ID,1727815362
560,san patricio,28.017,-97.5169,32.97,33,0,5.75,US,1727815362
561,taoudenni,22.6783,-3.9836,38.05,16,78,6.23,ML,1727815363
562,laguna de perlas,12.3429,-83.6712,26.77,78,95,2.53,NI,1727815363
563,chincha alta,-13.4099,-76.1323,18.36,82,74,2.64,PE,1727815363
564,walvis bay,-22.9575,14.5053,14.53,77,0,3.09,NA,1727815363
565,puerto aysen,-45.4,-72.7,4.65,100,100,2.49,CL,1727815363
566,bengkulu,-3.8004,102.2655,23.85,93,31,1.61,ID,1727815363
567,taltal,-25.4,-70.4833,17.53,71,27,3.79,CL,1727815220
568,khovd,48.0056,91.6419,5.13,38,0,0.54,MN,1727815363
569,antalaha,-14.9003,50.2788,21.14,84,40,2.53,MG,1727815363
570,araguaina,-7.1911,-48.2072,33.81,32,98,3.04,BR,1727815363
571,margate,51.3813,1.3862,13.82,90,100,0.89,GB,1727815363
572,eastham,41.8301,-69.9739,18.88,81,98,6.1,US,1727815326
573,mahibadhoo,3.7833,72.9667,27.78,74,85,4.82,MV,1727815364
574,bani walid,31.7566,13.9942,22.27,62,0,4.43,LY,1727815364
575,serres,41.0856,23.5497,13.7,47,15,0.87,GR,1727815364
576,zhukovka,53.534,33.728,11.3,35,2,3.01,RU,1727815364
577,launceston,-41.45,147.1667,2.8,80,20,1.54,AU,1727815364
578,kerben,40.2951,72.1863,15.45,43,62,2.2,KG,1727815364
579,dryden,49.7833,-92.7503,13.16,38,75,7.2,CA,1727815364
580,fort bragg,35.139,-79.006,25.93,74,20,2.57,US,1727815364
581,gowurdak,37.8124,66.0466,21.38,36,0,2.51,TM,1727815364
582,as sulayyil,20.4607,45.5779,29.6,21,1,4.32,SA,1727815364
583,yemva,62.59,50.8594,2.57,78,7,2.19,RU,1727815364
584,cooper's town,26.8667,-77.5167,28.75,63,64,1.97,BS,1727815364
585,nabire,-3.3667,135.4833,23.79,92,100,1.46,ID,1727815365
